title,description,desc_length,author,avg_rating,rating_count,wavg_rating,rating_class,api_publisher,api_page_count,desc_clean,desc_yake,sentiment,negative,neutral,positive,compound,comp_score
The Black Company ,"Some feel the Lady, newly risen from centuries in thrall, stands between humankind and evil. Some feel she is evil itself. The hard-bitten men of the Black Company take their pay and do what they must, burying their doubts with their dead. Until the prophesy: The White Rose has been reborn, somewhere, to embody good once more. There must be a way for the Black Company to find her... So begins one of the greatest fantasy epics of our age—Glen Cook's Chronicles of the Black Company.Librarian note: an alternate cover for this edition can be found here.",461,Glen Cook,3.9,47940,0.2301620504518228,High,Macmillan,704.0,feel lady newly rise centuries thrall stand humankind evil feel evil hard bite black company take must bury doubt dead prophesy white rise reborn somewhere embody good must black company find begin greatest fantasy epics glen cook chronicle black company librarian note alternate cover edition find,black feel rise doubt embody,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",0.385,0.615,0.0,-0.3612,Negative
A Clash of Kings  ,"A comet the color of blood and flame cuts across the sky. Two great leaders—Lord Eddard Stark and Robert Baratheon—who hold sway over an age of enforced peace are dead, victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns. Six factions struggle for control of a divided land and the Iron Throne of the Seven Kingdoms, preparing to stake their claims through tempest, turmoil, and war. It is a tale in which brother plots against brother and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous sorceress; and wild men descend from the Mountains of the Moon to ravage the countryside. Against a backdrop of incest and fratricide, alchemy and murder, victory may go to the men and women possessed of the coldest steel...and the coldest hearts. For when kings clash, the whole land trembles.Here is the second volume in George R.R. Martin magnificent cycle of novels that includes A Game of Thrones and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R.R. Martin stunning series is destined to stand as one of the great achievements of imaginative fiction.",1226,George R.R. Martin,4.4,838761,4.543316714317113,High,HarperCollins UK,752.0,comet color blood flame across great leaders lord eddard stark robert baratheon hold sway enforce peace dead victims royal treachery ancient citadel dragonstone forbid shore winterfell chaos reign factions struggle control divide land iron throne kingdoms prepare stake claim tempest turmoil tale brother plot brother dead rise walk night princess masquerade orphan knight mind prepare poison treacherous sorceress wild descend mountains moon ravage countryside backdrop incest fratricide alchemy murder victory women possess coldest steel coldest hearts kings clash whole land tremble second volume george martin magnificent cycle novels include game throne storm swords whole series comprise genuine masterpiece modern fantasy bring together best genre offer magic mystery intrigue romance adventure fill page transport world unlike ever experience already hail classic george martin stun series destine stand great achievements imaginative fiction,george martin eddard night steel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Prince of Fools ,"The Red Queen is old but the kings of the Broken Empire dread her like no other. For all her reign, she has fought the long war, contested in secret, against the powers that stand behind nations, for higher stakes than land or gold. Her greatest weapon is The Silent Sister—unseen by most and unspoken of by all.The Red Queen’s grandson, Prince Jalan Kendeth—drinker, gambler, seducer of women—is one who can see The Silent Sister. Tenth in line for the throne and content with his role as a minor royal, he pretends that the hideous crone is not there. But war is coming. Witnesses claim an undead army is on the march, and the Red Queen has called on her family to defend the realm. Jal thinks it’s all a rumor—nothing that will affect him—but he is wrong.After escaping a death trap set by the Silent Sister, Jal finds his fate magically intertwined with a fierce Norse warrior. As the two undertake a journey across the Empire to undo the spell, encountering grave dangers, willing women, and an upstart prince named Jorg Ancrath along the way, Jalan gradually catches a glimmer of the truth: he and the Norseman are but pieces in a game, part of a series of moves in the long war—and the Red Queen controls the board.",1003,Mark  Lawrence,4.06,28764,0.14376044704341778,High,HarperCollins UK,512.0,queen kings break empire dread like reign fight long contest secret power stand behind nations higher stake land gold greatest weapon silent sister unseen unspoken queen grandson prince jalan kendeth drinker gambler seducer women silent sister tenth line throne content role minor royal pretend hideous crone come witness claim undead army march queen call family defend realm think rumor nothing affect wrong escape death trap silent sister find fate magically intertwine fierce norse warrior undertake journey across empire undo spell encounter grave dangers will women upstart prince name jorg ancrath along jalan gradually catch glimmer truth norseman piece game part series move long queen control board,silent empire grandson,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
A Feast for Crows ,"Crows will fight over a dead man's flesh, and kill each other for his eyes.Bloodthirsty, treacherous and cunning, the Lannisters are in power on the Iron Throne in the name of the boy-king Tommen. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life.The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow's Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel.Against a backdrop of incest and fratricide, alchemy and murder, victory will go to the men and women possessed of the coldest steel and the coldest hearts.",665,George R.R. Martin,4.14,668214,3.4056328182107016,High,Voyager,864.0,crow fight dead flesh kill bloodthirsty treacherous cunning lannisters power iron throne name king tommen kingdoms burn bitter aftermath conflict spark life martells dorne starks winterfell seek vengeance dead euron crow black pirate ever raise sail return smoke ruin valyria claim iron isles north others threaten wall apprentice maester samwell tarly bring mysterious babe citadel backdrop incest fratricide alchemy murder victory women possess coldest steel coldest hearts,hearts flesh kill power ruin,"{'neg': 0.574, 'neu': 0.135, 'pos': 0.291, 'compound': -0.6369}",0.574,0.135,0.291,-0.6369,Negative
A Storm of Swords ,"An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...",1051,George R.R. Martin,4.53,704633,3.929553409024957,High,Bantam,973.0,alternate cover isbn find third volume george martin magnificent cycle novels include game throne clash kings together series comprise genuine masterpiece modern fantasy destine stand great achievements imaginative fiction contenders power dead another disfavor still rage alliances make break joffrey iron throne uneasy ruler kingdoms bitter rival lord stannis stand defeat disgrace victim sorceress hold thrall young robb still rule north fortress riverrun meanwhile make across blood drench continent exile queen daenerys mistress dragons still leave world oppose force manoeuver final showdown army barbaric wildlings arrive outermost limit civilization accompany horde mythical others supernatural army live dead whose animate corpses unstoppable future land hang balance rest kingdoms explode veritable storm swords,throne dead magnificent kings civilization,"{'neg': 0.384, 'neu': 0.268, 'pos': 0.348, 'compound': -0.1027}",0.384,0.268,0.348,-0.1027,Negative
Emperor of Thorns ,"King Jorg Ancrath is twenty now—and king of seven nations. His goal—revenge against his father—has not yet been realized, and the demons that haunt him have only grown stronger. Yet no matter how tortured his path, he intends to take the next step in his upward climb. Jorg would be emperor. It is a position not to be gained by the sword but rather by vote. And never in living memory has anyone secured a majority of the vote, leaving the Broken Empire long without a leader. Jorg plans to change that. He’s uncovered the lost technology of the land, and he won’t hesitate to use it. But he soon finds an adversary standing in his way, a necromancer unlike any he has ever faced—a figure hated and feared even more than himself: the Dead King.",610,Mark  Lawrence,4.25,47275,0.2473388603182745,High,Penguin,416.0,king jorg ancrath king nations goal revenge father realize demons haunt grow stronger matter torture path intend take next step upward climb jorg would emperor position gain sword rather vote never live memory anyone secure majority vote leave break empire long without leader jorg plan change uncover lose technology land hesitate soon find adversary stand necromancer unlike ever face figure fear even dead king,king vote grow upward,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Beyond Redemption ,"Faith shapes the landscape, defines the laws of physics, and makes a mockery of truth. Common knowledge isn't an axiom, it's a force of nature. What the masses believe is. But insanity is a weapon, conviction a shield. Delusions give birth to foul new gods.Violent and dark, the world is filled with the Geisteskranken—men and women whose delusions manifest, twisting reality. High Priest Konig seeks to create order from chaos. He defines the beliefs of his followers, leading their faith to one end: a young boy, Morgen, must Ascend to become a god. A god they can control.But there are many who would see this would-be-god in their thrall, including the High Priest’s own Doppels, and a Slaver no one can resist. Three reprobates—The Greatest Swordsman in the World, a murderous Kleptic, and possibly the only sane man left—have their own nefarious plans for the young god.As these forces converge on the boy, there’s one more obstacle: time is running out. When one's delusions become more powerful, they become harder to control. The fate of the Geisteskranken is to inevitably find oneself in the Afterdeath. The question, then, is: Who will rule there?",967,Michael R. Fletcher,4.02,2185,0.010807192902805487,High,HarperCollins,512.0,faith shape landscape define laws physics make mockery truth common knowledge axiom force nature mass believe insanity weapon conviction shield delusions give birth foul gods violent dark world fill geisteskranken women whose delusions manifest twist reality high priest konig seek create order chaos define beliefs followers lead faith young morgen must ascend become control many would would thrall include high priest doppels slaver resist reprobate greatest swordsman world murderous kleptic possibly sane leave nefarious plan young force converge obstacle time delusions become powerful become harder control fate geisteskranken inevitably find oneself afterdeath question rule,high force laws seek inevitably,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The Lies of Locke Lamora ,"An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges death and slavery, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentleman Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks someone still more ambitious and deadly. Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the enemy at his own brutal game—or die trying.",498,Scott Lynch,4.25,259012,1.355156767931091,High,Hachette UK,544.0,orphan life harsh often short mysterious island city camorr young locke lamora dodge death slavery become thief tutelage gift artist leader band light finger brothers know gentleman bastards locke soon infamous fool even underworld fear ruler shadow lurk someone still ambitious deadly face bloody coup threaten destroy everyone everything hold mean mercenary life locke beat enemy brutal game,locke orphan short city,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
A Dance with Dragons ,"Alternate cover edition of ASIN B004XISI4AIn the aftermath of a colossal battle, the future of the Seven Kingdoms hangs in the balance—beset by newly emerging threats from every direction. In the east, Daenerys Targaryen, the last scion of House Targaryen, rules with her three dragons as queen of a city built on dust and death. But Daenerys has thousands of enemies, and many have set out to find her. As they gather, one young man embarks upon his own quest for the queen, with an entirely different goal in mind.Fleeing from Westeros with a price on his head, Tyrion Lannister, too, is making his way to Daenerys. But his newest allies in this quest are not the rag-tag band they seem, and at their heart lies one who could undo Daenerys’s claim to Westeros forever.Meanwhile, to the north lies the mammoth Wall of ice and stone—a structure only as strong as those guarding it. There, Jon Snow, 998th Lord Commander of the Night’s Watch, will face his greatest challenge. For he has powerful foes not only within the Watch but also beyond, in the land of the creatures of ice.From all corners, bitter conflicts reignite, intimate betrayals are perpetrated, and a grand cast of outlaws and priests, soldiers and skinchangers, nobles and slaves, will face seemingly insurmountable obstacles. Some will fail, others will grow in the strength of darkness. But in a time of rising restlessness, the tides of destiny and politics will lead inevitably to the greatest dance of all.",1228,George R.R. Martin,4.31,594956,3.156777464496216,High,Bantam,1152.0,alternate cover edition asin bxisiain aftermath colossal battle future kingdoms hang balance beset newly emerge threats every direction east daenerys targaryen last scion house targaryen rule dragons queen city build dust death daenerys thousands enemies many find gather young embark upon quest queen entirely different goal mind flee westeros price head tyrion lannister make daenerys newest ally quest band seem heart could undo daenerys claim westeros forever meanwhile north mammoth wall stone structure strong guard snow lord commander night watch face greatest challenge powerful foes within watch also beyond land creatures corner bitter conflict reignite intimate betrayals perpetrate grand cast outlaw priests soldier skinchangers nobles slave face seemingly insurmountable obstacles fail others grow strength darkness time rise restlessness tide destiny politics lead inevitably greatest dance,daenerys edition colossal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The Steel Remains ,"A dark lord will rise. Such is the prophecy that dogs Ringil Eskiath—Gil, for short—a washed-up mercenary and onetime war hero whose cynicism is surpassed only by the speed of his sword. Gil is estranged from his aristocratic family, but when his mother enlists his help in freeing a cousin sold into slavery, Gil sets out to track her down. But it soon becomes apparent that more is at stake than the fate of one young woman. Grim sorceries are awakening in the land. Some speak in whispers of the return of the Aldrain, a race of widely feared, cruel yet beautiful demons. Now Gil and two old comrades are all that stand in the way of a prophecy whose fulfillment will drown an entire world in blood. But with heroes like these, the cure is likely to be worse than the disease.",637,Richard K. Morgan,3.74,15469,0.071216233686761,High,Hachette UK,352.0,dark lord rise prophecy ringil eskiath short wash mercenary onetime hero whose cynicism surpass speed sword estrange aristocratic family mother enlist help free cousin sell slavery track soon become apparent stake fate young woman grim sorceries awaken land speak whisper return aldrain race widely fear cruel beautiful demons comrades stand prophecy whose fulfillment drown entire world blood heroes like cure likely worse disease,dark prophecy onetime,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The Darkness That Comes Before ,"The first book in R. Scott Bakker's Prince of Nothing series creates a world from whole cloth-its language and classes of people, its cities, religions, mysteries, taboos, and rituals. It's a world scarred by an apocalyptic past, evoking a time both two thousand years past and two thousand years into the future, as untold thousands gather for a crusade. Among them, two men and two women are ensnared by a mysterious traveler, Anasûrimbor Kellhus - part warrior, part philosopher, part sorcerous, charismatic presence - from lands long thought dead. The Darkness That Comes Before is a history of this great holy war, and like all histories, the survivors write its conclusion.",569,R. Scott Bakker,3.8,18666,0.08731461405285537,High,Harry N. Abrams,608.0,first book scott bakker prince nothing series create world whole cloth language class people cities religions mysteries taboo rituals world scar apocalyptic past evoke time years past years future untold thousands gather crusade among women ensnare mysterious traveler anasurimbor kellhus part warrior part philosopher part sorcerous charismatic presence land long think dead darkness come history great holy like histories survivors write conclusion,part conclusion evoke dead,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.6486}",0.589,0.411,0.0,-0.6486,Negative
Half a King ,"Alternate cover edition for ISBN 9780007550227For all editions see hereBetrayed by his family and left for dead, prince Yarvi, reluctant heir to a divided kingdom, has vowed to reclaim a throne he never wanted. But first he must survive cruelty, chains and the bitter waters of the shattered sea itself - all with only one good hand. Born a weakling in the eyes of a hard, cold world, he cannot grip a shield or swing an axe, so has sharpened his mind to a deadly edge. Gathering a strange fellowship of the outcast, he finds they can help him more than any noble could. Even so, Yarvi's path may end as it began - in twists, traps and tragedy.",526,Joe Abercrombie,3.95,58814,0.2859902064552398,High,Voyager,376.0,alternate cover edition isbn editions herebetrayed family leave dead prince yarvi reluctant heir divide kingdom reclaim throne never want first must survive cruelty chain bitter water shatter good hand bear weakling hard cold world grip shield swing sharpen mind deadly edge gather strange fellowship outcast find help noble could even yarvi path begin twist trap tragedy,alternate family kingdom fellowship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Gardens of the Moon ,"The Malazan Empire simmers with discontent, bled dry by interminable warfare, bitter infighting and bloody confrontations with the formidable Anomander Rake and his Tiste Andii, ancient and implacable sorcerers. Even the imperial legions, long inured to the bloodshed, yearn for some respite. Yet Empress Laseen's rule remains absolute, enforced by her dread Claw assassins.For Sergeant Whiskeyjack and his squad of Bridgeburners, and for Tattersail, surviving cadre mage of the Second Legion, the aftermath of the siege of Pale should have been a time to mourn the many dead. But Darujhistan, last of the Free Cities of Genabackis, yet holds out. It is to this ancient citadel that Laseen turns her predatory gaze.However, it would appear that the Empire is not alone in this great game. Sinister, shadowbound forces are gathering as the gods themselves prepare to play their hand...Conceived and written on a panoramic scale, Gardens of the Moon is epic fantasy of the highest order--an enthralling adventure by an outstanding new voice.At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",972,Steven Erikson,3.89,102865,0.4926001056021567,High,Random House,728.0,malazan empire simmer discontent bleed interminable warfare bitter infighting bloody confrontations formidable anomander rake tiste andii ancient implacable sorcerers even imperial legions long inure bloodshed yearn respite empress laseen rule remain absolute enforce dread claw assassins sergeant whiskeyjack squad bridgeburners tattersail survive cadre mage second legion aftermath siege pale time mourn many dead darujhistan last free cities genabackis hold ancient citadel laseen turn predatory gaze however would appear empire alone great game sinister shadowbound force gather gods prepare play hand conceive write panoramic scale garden moon epic fantasy highest order enthral adventure outstanding voice publisher request title sell without digital right management software apply,malazan empire discontent gods,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Sharp Ends ,"Sharp Ends is the ultimate collection of award winning tales and exclusive new short stories from the master of grimdark fantasy, Joe Abercrombie.Violence explodes, treachery abounds, and the words are as deadly as the weapons in this rogue's gallery of side-shows, back-stories, and sharp endings from the world of the First Law.The Union army may be full of bastards, but there's only one who thinks he can save the day single-handed when the Gurkish come calling: the incomparable Colonel Sand dan Glokta.Curnden Craw and his dozen are out to recover a mysterious item from beyond the Crinna. Only one small problem: no one seems to know what the item is.Shevedieh, the self-styled best thief in Styria, lurches from disaster to catastrophe alongside her best friend and greatest enemy, Javre, Lioness of Hoskopp.And after years of bloodshed, the idealistic chieftain Bethod is desperate to bring peace to the North. There's only one obstacle left -- his own lunatic champion, the most feared man in the North: the Bloody-Nine . . .",866,Joe Abercrombie,4.15,13318,0.06803470600609138,High,Orbit,304.0,sharp ultimate collection award tales exclusive short stories master grimdark fantasy abercrombie violence explode treachery abound word deadly weapons rogue gallery side show back stories sharp world first union army full bastards think save single hand gurkish come call incomparable colonel sand glokta curnden craw dozen recover mysterious item beyond crinna small problem seem know item shevedieh self style best thief styria lurch disaster catastrophe alongside best friend greatest enemy javre lioness hoskopp years bloodshed idealistic chieftain bethod desperate bring peace north obstacle leave lunatic champion fear north bloody,bloody sharp item collection gurkish,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",0.42,0.58,0.0,-0.4404,Negative
